Entity,Code,Year,Renewables per capita (kWh)
Cyprus,CYP,2018,969.487
Cyprus,CYP,2019,1060.953
Czechia,CZE,1965,631.887
Czechia,CZE,1966,594.994
Czechia,CZE,1967,536.463
Czechia,CZE,1968,415.546
Czechia,CZE,1969,339.299
Czechia,CZE,1970,483.893
Czechia,CZE,1971,340.77
Czechia,CZE,1972,354.981
Czechia,CZE,1973,301.908
Czechia,CZE,1974,504.925
Czechia,CZE,1975,500.387
Czechia,CZE,1976,396.317
Czechia,CZE,1977,535.623
Czechia,CZE,1978,495.307
Czechia,CZE,1979,617.554
Czechia,CZE,1980,643.917
Czechia,CZE,1981,552.287
Czechia,CZE,1982,447.554
Czechia,CZE,1983,444.005
Czechia,CZE,1984,348.666
Czechia,CZE,1985,449.295
Czechia,CZE,1986,504.611
Czechia,CZE,1987,663.041
Czechia,CZE,1988,564.375
Czechia,CZE,1989,441.553
Czechia,CZE,1990,311.866
Czechia,CZE,1991,292.384
Czechia,CZE,1992,376.166
Czechia,CZE,1993,426.361
Czechia,CZE,1994,474.268
Czechia,CZE,1995,645.503
Czechia,CZE,1996,606.817
Czechia,CZE,1997,589.25
Czechia,CZE,1998,533.599
Czechia,CZE,1999,637.17
Czechia,CZE,2000,614.195
Czechia,CZE,2001,690.057
Czechia,CZE,2002,799.045
Czechia,CZE,2003,499.4
Czechia,CZE,2004,690.019
Czechia,CZE,2005,799.665
Czechia,CZE,2006,911.658
Czechia,CZE,2007,870.247
Czechia,CZE,2008,946.629
Czechia,CZE,2009,1167.778
Czechia,CZE,2010,1456.69
Czechia,CZE,2011,1803.561
Czechia,CZE,2012,1992.086
Czechia,CZE,2013,2273.281
Czechia,CZE,2014,2203.381
Czechia,CZE,2015,2248.625
Czechia,CZE,2016,2224.939
Czechia,CZE,2017,2259.769
Czechia,CZE,2018,2191.542
Czechia,CZE,2019,2296.635
Denmark,DNK,1965,14.589
Denmark,DNK,1966,15.059
Denmark,DNK,1967,14.372
Denmark,DNK,1968,11.988
Denmark,DNK,1969,12.474
Denmark,DNK,1970,13.52
Denmark,DNK,1971,13.435
Denmark,DNK,1972,13.357
Denmark,DNK,1973,13.288
Denmark,DNK,1974,13.225
Denmark,DNK,1975,11.522
Denmark,DNK,1976,10.387
Denmark,DNK,1977,14.17
Denmark,DNK,1978,16.308
Denmark,DNK,1979,18.992
Denmark,DNK,1980,24.178
Denmark,DNK,1981,24.932
Denmark,DNK,1982,26.46
Denmark,DNK,1983,50.781
Denmark,DNK,1984,52.341
Denmark,DNK,1985,63.605
Denmark,DNK,1986,111.437
Denmark,DNK,1987,143.422
Denmark,DNK,1988,219.37
Denmark,DNK,1989,312.595
Denmark,DNK,1990,458.353
Denmark,DNK,1991,603.783
Denmark,DNK,1992,786.339
Denmark,DNK,1993,957.695
Denmark,DNK,1994,929.125
Denmark,DNK,1995,984.374
Denmark,DNK,1996,1098.713
Denmark,DNK,1997,1541.719
Denmark,DNK,1998,2057.526
Denmark,DNK,1999,2285.739
Denmark,DNK,2000,2898.027
Denmark,DNK,2001,3011.291
Denmark,DNK,2002,3464.62
Denmark,DNK,2003,4084.698
Denmark,DNK,2004,4770.811
Denmark,DNK,2005,4868.224
Denmark,DNK,2006,4518.852
Denmark,DNK,2007,5005.097
Denmark,DNK,2008,4847.771
Denmark,DNK,2009,4777.585
Denmark,DNK,2010,5834.373
Denmark,DNK,2011,6582.503
Denmark,DNK,2012,6811.133
Denmark,DNK,2013,7251.027
Denmark,DNK,2014,8083.59
Denmark,DNK,2015,8429.234
Denmark,DNK,2016,8127.734
Denmark,DNK,2017,9559.1
Denmark,DNK,2018,9036.414
Denmark,DNK,2019,10115.041
Ecuador,ECU,1965,131.897
Ecuador,ECU,1966,146.632
Ecuador,ECU,1967,156.875
Ecuador,ECU,1968,159.146
Ecuador,ECU,1969,171.52
Ecuador,ECU,1970,185.368
Ecuador,ECU,1971,195.65
Ecuador,ECU,1972,192.271
Ecuador,ECU,1973,182.666
Ecuador,ECU,1974,204.158
Ecuador,ECU,1975,249.42
Ecuador,ECU,1976,233.8
Ecuador,ECU,1977,209.913
Ecuador,ECU,1978,289.795
Ecuador,ECU,1979,253.012
Ecuador,ECU,1980,303.195
Ecuador,ECU,1981,263.953
Ecuador,ECU,1982,295.649
Ecuador,ECU,1983,554.268
Ecuador,ECU,1984,1015.556
Ecuador,ECU,1985,1004.67
Ecuador,ECU,1986,1199.36
Ecuador,ECU,1987,1333.171
Ecuador,ECU,1988,1374.084
Ecuador,ECU,1989,1377.214
Ecuador,ECU,1990,1353.917
Ecuador,ECU,1991,1346.428
Ecuador,ECU,1992,1289.242
Ecuador,ECU,1993,1472.428
Ecuador,ECU,1994,1627.132
Ecuador,ECU,1995,1251.408
Ecuador,ECU,1996,1505.649
Ecuador,ECU,1997,1518.744
Ecuador,ECU,1998,1481.595
Ecuador,ECU,1999,1602.264
Ecuador,ECU,2000,1667.244
Ecuador,ECU,2001,1510.893
Ecuador,ECU,2002,1569.736
Ecuador,ECU,2003,1463.13
Ecuador,ECU,2004,1476.339
Ecuador,ECU,2005,1359.044
Ecuador,ECU,2006,1383.167
Ecuador,ECU,2007,1719.938
Ecuador,ECU,2008,2089.206
Ecuador,ECU,2009,1677.199
Ecuador,ECU,2010,1541.629
Ecuador,ECU,2011,1940.487
Ecuador,ECU,2012,2086.841
Ecuador,ECU,2013,1857.383
Ecuador,ECU,2014,1907.024
Ecuador,ECU,2015,2128.248
Ecuador,ECU,2016,2507.986
Ecuador,ECU,2017,3072.737
Ecuador,ECU,2018,3087.714
Ecuador,ECU,2019,3615.981
Egypt,EGY,1965,158.126
Egypt,EGY,1966,162.304
Egypt,EGY,1967,170.411
Egypt,EGY,1968,253.497
Egypt,EGY,1969,328.912
Egypt,EGY,1970,377.382
Egypt,EGY,1971,397.013
Egypt,EGY,1972,397.156
Egypt,EGY,1973,387.944
Egypt,EGY,1974,450.572
Egypt,EGY,1975,489.465
Egypt,EGY,1976,563.936
Egypt,EGY,1977,622.481
Egypt,EGY,1978,668.293
Egypt,EGY,1979,631.421
Egypt,EGY,1980,628.702
Egypt,EGY,1981,638.967
Egypt,EGY,1982,639.968
Egypt,EGY,1983,583.489
Egypt,EGY,1984,557.645
Egypt,EGY,1985,515.868
Egypt,EGY,1986,492.515
Egypt,EGY,1987,479.214
Egypt,EGY,1988,459.279
Egypt,EGY,1989,480.987
Egypt,EGY,1990,492.522
Egypt,EGY,1991,479.66
Egypt,EGY,1992,464.013
Egypt,EGY,1993,468.174
Egypt,EGY,1994,487.757
Egypt,EGY,1995,498.747
Egypt,EGY,1996,501.557
Egypt,EGY,1997,503.872
Egypt,EGY,1998,507.91
Egypt,EGY,1999,553.47
Egypt,EGY,2000,575.423
Egypt,EGY,2001,574.088
Egypt,EGY,2002,544.974
Egypt,EGY,2003,494.774
Egypt,EGY,2004,486.736
Egypt,EGY,2005,468.535
Egypt,EGY,2006,465.598
Egypt,EGY,2007,505.267
Egypt,EGY,2008,531.269
Egypt,EGY,2009,478.935
Egypt,EGY,2010,453.317
Egypt,EGY,2011,451.569
Egypt,EGY,2012,443.13
Egypt,EGY,2013,429.729
Egypt,EGY,2014,415.254
Egypt,EGY,2015,427.453
Egypt,EGY,2016,429.562
Egypt,EGY,2017,410.43
Egypt,EGY,2018,426.895
Egypt,EGY,2019,489.865
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,11.631
Estonia,EST,1996,9.795
Estonia,EST,1997,15.76
Estonia,EST,1998,23.708
Estonia,EST,1999,31.656
Estonia,EST,2000,35.74
Estonia,EST,2001,35.686
Estonia,EST,2002,68.201
Estonia,EST,2003,89.489
Estonia,EST,2004,120.267
Estonia,EST,2005,216.023
Estonia,EST,2006,254.218
Estonia,EST,2007,294.48
Estonia,EST,2008,392.023
Estonia,EST,2009,1062.54
Estonia,EST,2010,2047.72
Estonia,EST,2011,2304.999
Estonia,EST,2012,2876.168
Estonia,EST,2013,2374.679
Estonia,EST,2014,2656.687
Estonia,EST,2015,2937.604
Estonia,EST,2016,2910.25
Estonia,EST,2017,4635.291
Estonia,EST,2018,3596.541
Estonia,EST,2019,3648.012
Europe,,1965,1335.56
Europe,,1966,1427.055
Europe,,1967,1418.115
Europe,,1968,1461.331
Europe,,1969,1431.459
Europe,,1970,1493.49
Europe,,1971,1499.265
Europe,,1972,1549.141
Europe,,1973,1564.77
Europe,,1974,1680.922
Europe,,1975,1707.273
Europe,,1976,1572.87
Europe,,1977,1889.131
Europe,,1978,1878.986
Europe,,1979,1966.891
Europe,,1980,1904.48
Europe,,1981,1919.083
Europe,,1982,1891.353
Europe,,1983,1939.871
Europe,,1984,1953.82
Europe,,1985,2017.879
Europe,,1986,1952.075
Europe,,1987,2112.981
Europe,,1988,2255.711
Europe,,1989,1963.138
Europe,,1990,2012.374
Europe,,1991,2050.991
Europe,,1992,2116.779
Europe,,1993,2204.404
Europe,,1994,2235.862
Europe,,1995,2277.923
Europe,,1996,2219.631
Europe,,1997,2325.925
Europe,,1998,2459.434
Europe,,1999,2497.419
Europe,,2000,2624.248
Europe,,2001,2614.025
Europe,,2002,2475.616
Europe,,2003,2391.322
Europe,,2004,2626.942
Europe,,2005,2716.049
Europe,,2006,2773.069
Europe,,2007,2911.958
Europe,,2008,3140.951
Europe,,2009,3243.374
Europe,,2010,3616.36
Europe,,2011,3550.74
Europe,,2012,3978.45
Europe,,2013,4253.097
Europe,,2014,4313.977
Europe,,2015,4521.387
Europe,,2016,4588.76
Europe,,2017,4614.205
Europe,,2018,4938.552
Europe,,2019,5138.663
Finland,FIN,1965,5686.597
Finland,FIN,1966,6294.608
Finland,FIN,1967,7039.359
Finland,FIN,1968,6342.148
Finland,FIN,1969,5279.928
Finland,FIN,1970,5736.394
Finland,FIN,1971,6409.362
Finland,FIN,1972,6199.268
Finland,FIN,1973,6286.278
Finland,FIN,1974,7509.305
Finland,FIN,1975,7186.728
Finland,FIN,1976,5563.668
Finland,FIN,1977,7128.378
Finland,FIN,1978,5720.773
Finland,FIN,1979,6329.162
Finland,FIN,1980,5927.539
Finland,FIN,1981,7885.514
Finland,FIN,1982,7519.763
Finland,FIN,1983,7759.049
Finland,FIN,1984,7528.349
Finland,FIN,1985,6976.602
Finland,FIN,1986,6981.017
Finland,FIN,1987,7748.108
Finland,FIN,1988,7482.047
Finland,FIN,1989,7272.517
Finland,FIN,1990,8905.524
Finland,FIN,1991,10071.78
Finland,FIN,1992,11045.643
Finland,FIN,1993,10644.964
Finland,FIN,1994,9947.471
Finland,FIN,1995,10601.401
Finland,FIN,1996,9583.487
Finland,FIN,1997,10687.789
Finland,FIN,1998,13062.214
Finland,FIN,1999,11316.574
Finland,FIN,2000,12456.916
Finland,FIN,2001,11374.749
Finland,FIN,2002,10377.912
Finland,FIN,2003,9878.907
Finland,FIN,2004,13183.383
Finland,FIN,2005,11873.512
Finland,FIN,2006,11317.37
Finland,FIN,2007,12162.224
Finland,FIN,2008,13934.064
Finland,FIN,2009,10948.818
Finland,FIN,2010,12012.582
Finland,FIN,2011,11982.77
Finland,FIN,2012,13931.536
Finland,FIN,2013,12457.603
Finland,FIN,2014,13140.352
Finland,FIN,2015,14962.848
Finland,FIN,2016,14202.043
Finland,FIN,2017,14733.635
Finland,FIN,2018,14768.669
Finland,FIN,2019,14412.235
France,FRA,1965,2671.454
France,FRA,1966,2967.663
France,FRA,1967,2572.551
France,FRA,1968,2851.277
France,FRA,1969,2977.462
France,FRA,1970,3176.561
France,FRA,1971,2728.132
France,FRA,1972,2711.728
France,FRA,1973,2631.695
France,FRA,1974,3066.946
France,FRA,1975,3243.554
France,FRA,1976,2616.707
France,FRA,1977,4056.207
France,FRA,1978,3628.185
France,FRA,1979,3516.603
France,FRA,1980,3661.101
France,FRA,1981,3782.028
France,FRA,1982,3682.301
France,FRA,1983,3607.264
France,FRA,1984,3401.784
France,FRA,1985,3222.712
France,FRA,1986,3234.299
France,FRA,1987,3623.489
France,FRA,1988,3904.439
France,FRA,1989,2397.573
France,FRA,1990,2734.264
France,FRA,1991,2913.974
France,FRA,1992,3456.941
France,FRA,1993,3244.492
France,FRA,1994,3924.36
France,FRA,1995,3656.456
France,FRA,1996,3324.221
France,FRA,1997,3229.694
France,FRA,1998,3129.187
France,FRA,1999,3620.868
France,FRA,2000,3329.194
France,FRA,2001,3675.663
France,FRA,2002,3009.317
France,FRA,2003,2910.826
France,FRA,2004,2916.229
France,FRA,2005,2587.616
France,FRA,2006,2840.119
France,FRA,2007,3092.219
France,FRA,2008,3556.371
France,FRA,2009,3372.104
France,FRA,2010,3681.379
France,FRA,2011,3070.873
France,FRA,2012,3831.87
France,FRA,2013,4356.782
France,FRA,2014,4149.449
France,FRA,2015,4021.45
France,FRA,2016,4295.035
France,FRA,2017,4013.051
France,FRA,2018,4748.822
France,FRA,2019,4843.653
Germany,DEU,1965,590.547
Germany,DEU,1966,634.022
Germany,DEU,1967,597.961
Germany,DEU,1968,602.999
Germany,DEU,1969,486.743
Germany,DEU,1970,652.349
Germany,DEU,1971,509.661
Germany,DEU,1972,500.785
Germany,DEU,1973,573.017
Germany,DEU,1974,658.781
Germany,DEU,1975,640.543
Germany,DEU,1976,533.276
Germany,DEU,1977,664.686
Germany,DEU,1978,695.725
Germany,DEU,1979,702.148
Germany,DEU,1980,746.416
Germany,DEU,1981,772.397
Germany,DEU,1982,767.709
Germany,DEU,1983,723.368
Germany,DEU,1984,719.534
Germany,DEU,1985,680.919
Germany,DEU,1986,720.045
Germany,DEU,1987,775.868
Germany,DEU,1988,770.65
Germany,DEU,1989,706.946
Germany,DEU,1990,662.066
Germany,DEU,1991,608.805
Germany,DEU,1992,711.805
Germany,DEU,1993,732.755
Germany,DEU,1994,793.459
Germany,DEU,1995,862.8
Germany,DEU,1996,791.187
Germany,DEU,1997,837.49
Germany,DEU,1998,926.508
Germany,DEU,1999,1034.455
Germany,DEU,2000,1368.251
Germany,DEU,2001,1366.874
Germany,DEU,2002,1604.746
Germany,DEU,2003,1621.043
Germany,DEU,2004,2010.252
Germany,DEU,2005,2305.89
Germany,DEU,2006,2743.272
Germany,DEU,2007,3333.484
Germany,DEU,2008,3430.778
Germany,DEU,2009,3480.239
Germany,DEU,2010,3789.152
Germany,DEU,2011,4387.986
Germany,DEU,2012,4999.46
Germany,DEU,2013,5196.642
Germany,DEU,2014,5487.443
Germany,DEU,2015,6221.666
Germany,DEU,2016,6184.376
Germany,DEU,2017,6928.746
Germany,DEU,2018,7119.751
Germany,DEU,2019,7641.351
Greece,GRC,1965,263.189
Greece,GRC,1966,566.026
Greece,GRC,1967,540.703
Greece,GRC,1968,443.459
Greece,GRC,1969,662.681
Greece,GRC,1970,845.133
Greece,GRC,1971,845.093
Greece,GRC,1972,847.421
Greece,GRC,1973,698.53
Greece,GRC,1974,730.962
Greece,GRC,1975,620.948
Greece,GRC,1976,571.869
Greece,GRC,1977,576.866
Greece,GRC,1978,884.014
Greece,GRC,1979,1040.938
Greece,GRC,1980,982.481
Greece,GRC,1981,973.652
Greece,GRC,1982,1009.664
Greece,GRC,1983,659.163
Greece,GRC,1984,801.735
Greece,GRC,1985,781.669
Greece,GRC,1986,897.266
Greece,GRC,1987,768.122
Greece,GRC,1988,650.926
Greece,GRC,1989,519.945
Greece,GRC,1990,481.073
Greece,GRC,1991,835.084
Greece,GRC,1992,589.678
Greece,GRC,1993,614.413
Greece,GRC,1994,688.117
Greece,GRC,1995,921.274
Greece,GRC,1996,1124.242
Greece,GRC,1997,998.177
Greece,GRC,1998,959.689
Greece,GRC,1999,1197.71
Greece,GRC,2000,1038.722
Greece,GRC,2001,726.744
Greece,GRC,2002,877.116
Greece,GRC,2003,1430.781
Greece,GRC,2004,1425.667
Greece,GRC,2005,1535.086
Greece,GRC,2006,1835.105
Greece,GRC,2007,1097.376
Greece,GRC,2008,1374.872
Greece,GRC,2009,1959.395
Greece,GRC,2010,2519.718
Greece,GRC,2011,1948.684
Greece,GRC,2012,2425.242
Greece,GRC,2013,3420.252
Greece,GRC,2014,2895.935
Greece,GRC,2015,3524.108
Greece,GRC,2016,3528.294
Greece,GRC,2017,3264.512
Greece,GRC,2018,3814.39
Greece,GRC,2019,3680.052
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.273
Hong Kong,HKG,2007,0.336
Hong Kong,HKG,2008,0.31
Hong Kong,HKG,2009,0.416
Hong Kong,HKG,2010,34.956
Hong Kong,HKG,2011,29.424
Hong Kong,HKG,2012,33.228
Hong Kong,HKG,2013,33.93
Hong Kong,HKG,2014,37.452
Hong Kong,HKG,2015,36.204
Hong Kong,HKG,2016,35.573
Hong Kong,HKG,2017,37.493
Hong Kong,HKG,2018,33.926
Hong Kong,HKG,2019,37.12
Hungary,HUN,1965,20.485
Hungary,HUN,1966,27.212
Hungary,HUN,1967,22.224
Hungary,HUN,1968,24.026
Hungary,HUN,1969,25.548
Hungary,HUN,1970,23.581
Hungary,HUN,1971,25.646
Hungary,HUN,1972,29.307
Hungary,HUN,1973,26.837
Hungary,HUN,1974,21.457
Hungary,HUN,1975,43.011
Hungary,HUN,1976,43.329
Hungary,HUN,1977,38.91
Hungary,HUN,1978,35.849
Hungary,HUN,1979,37.779
Hungary,HUN,1980,28.93
Hungary,HUN,1981,43.427
Hungary,HUN,1982,41.216
Hungary,HUN,1983,40.356
Hungary,HUN,1984,47.356
Hungary,HUN,1985,40.749
Hungary,HUN,1986,40.667
Hungary,HUN,1987,44.816
Hungary,HUN,1988,44.988
Hungary,HUN,1989,42.193
Hungary,HUN,1990,52.199
Hungary,HUN,1991,58.434
Hungary,HUN,1992,54.703
Hungary,HUN,1993,54.971
Hungary,HUN,1994,55.245
Hungary,HUN,1995,58.782
Hungary,HUN,1996,69.095
Hungary,HUN,1997,72.49
Hungary,HUN,1998,58.096
Hungary,HUN,1999,66.673
Hungary,HUN,2000,66.041
Hungary,HUN,2001,69.582
Hungary,HUN,2002,63.917
Hungary,HUN,2003,90.266
Hungary,HUN,2004,250.52
Hungary,HUN,2005,498.718
Hungary,HUN,2006,396.85
Hungary,HUN,2007,498.975
Hungary,HUN,2008,622.688
Hungary,HUN,2009,762.618
Hungary,HUN,2010,791.376
Hungary,HUN,2011,709.144
Hungary,HUN,2012,691.251
Hungary,HUN,2013,725.82
Hungary,HUN,2014,817.731
Hungary,HUN,2015,835.407
Hungary,HUN,2016,840.07
Hungary,HUN,2017,894.399
Hungary,HUN,2018,957.748
Hungary,HUN,2019,1144.404
Iceland,ISL,1965,9269.394
Iceland,ISL,1966,8887.471
Iceland,ISL,1967,9369.72
Iceland,ISL,1968,9540.285
Iceland,ISL,1969,11853.75
Iceland,ISL,1970,19403.488
Iceland,ISL,1971,20821.716
Iceland,ISL,1972,22807.743
Iceland,ISL,1973,28758.5
Iceland,ISL,1974,29114.619
Iceland,ISL,1975,28337.778
Iceland,ISL,1976,29905.478
Iceland,ISL,1977,31729.58
Iceland,ISL,1978,32530.842
Iceland,ISL,1979,35210.574
Iceland,ISL,1980,37742.135
Iceland,ISL,1981,38571.856
Iceland,ISL,1982,42513.959
Iceland,ISL,1983,44251.613
Iceland,ISL,1984,45457.184
Iceland,ISL,1985,44009.826
Iceland,ISL,1986,46153.714
Iceland,ISL,1987,46650.24
Iceland,ISL,1988,48995.684
Iceland,ISL,1989,49280.33
Iceland,ISL,1990,48329.124
Iceland,ISL,1991,47596.13
Iceland,ISL,1992,48440.926
Iceland,ISL,1993,49802.216
Iceland,ISL,1994,49975.512
Iceland,ISL,1995,51465.257
Iceland,ISL,1996,52525.23
Iceland,ISL,1997,56719.392
Iceland,ISL,1998,63315.547
Iceland,ISL,1999,71717.823
Iceland,ISL,2000,76122.591
Iceland,ISL,2001,78242.677
Iceland,ISL,2002,80825.608
Iceland,ISL,2003,80283.57
Iceland,ISL,2004,80133.741
Iceland,ISL,2005,79094.34
Iceland,ISL,2006,88400.027
Iceland,ISL,2007,104285.224
Iceland,ISL,2008,139757.305
Iceland,ISL,2009,139744.261
Iceland,ISL,2010,138983.948
Iceland,ISL,2011,138064.214
Iceland,ISL,2012,138633.031
Iceland,ISL,2013,141818.047
Iceland,ISL,2014,140161.738
Iceland,ISL,2015,144078.843
Iceland,ISL,2016,140480.727
Iceland,ISL,2017,143985.503
Iceland,ISL,2018,146224.492
Iceland,ISL,2019,142314.363
India,IND,1965,106.67
India,IND,1966,109.095
India,IND,1967,119.553
India,IND,1968,135.092
India,IND,1969,146.793
India,IND,1970,152.282
India,IND,1971,163.302
India,IND,1972,154.897
India,IND,1973,161.158
India,IND,1974,151.495
India,IND,1975,176.841
India,IND,1976,180.783
India,IND,1977,192.776
India,IND,1978,233.77
India,IND,1979,220.307
India,IND,1980,220.335
India,IND,1981,229.414
India,IND,1982,189.145
India,IND,1983,178.074
India,IND,1984,194.46
India,IND,1985,183.494
India,IND,1986,182.081
India,IND,1987,165.927
India,IND,1988,181.151
India,IND,1989,205.799
India,IND,1990,211.416
India,IND,1991,231.027
India,IND,1992,214.659
India,IND,1993,212.898
India,IND,1994,237.308
India,IND,1995,221.843
India,IND,1996,199.909
India,IND,1997,200.339
India,IND,1998,234.352
India,IND,1999,228.492
India,IND,2000,211.294
India,IND,2001,195.901
India,IND,2002,182.817
India,IND,2003,183.219
India,IND,2004,262.01
India,IND,2005,252.272
India,IND,2006,292.96
India,IND,2007,318.684
India,IND,2008,305.984
India,IND,2009,289.571
India,IND,2010,301.345
India,IND,2011,360.518
India,IND,2012,336.762
India,IND,2013,376.177
India,IND,2014,397.351
India,IND,2015,383.997
India,IND,2016,396.761
India,IND,2017,439.8
India,IND,2018,483.233
India,IND,2019,538.772
Indonesia,IDN,1965,50.565
Indonesia,IDN,1966,63.987
Indonesia,IDN,1967,69.923
Indonesia,IDN,1968,84.075
Indonesia,IDN,1969,85.569
Indonesia,IDN,1970,101.273
Indonesia,IDN,1971,32.492
Indonesia,IDN,1972,28.302
Indonesia,IDN,1973,34.792
Indonesia,IDN,1974,37.573
Indonesia,IDN,1975,38.421
Indonesia,IDN,1976,21.992
Indonesia,IDN,1977,35.681
Indonesia,IDN,1978,24.88
Indonesia,IDN,1979,27.023
Indonesia,IDN,1980,23.895
Indonesia,IDN,1981,23.261
Indonesia,IDN,1982,24.796
Indonesia,IDN,1983,36.438
Indonesia,IDN,1984,38.913
Indonesia,IDN,1985,46.58
Indonesia,IDN,1986,73.493
Indonesia,IDN,1987,74.142
Indonesia,IDN,1988,79.911
Indonesia,IDN,1989,97.887
Indonesia,IDN,1990,116.675
Indonesia,IDN,1991,127.317
Indonesia,IDN,1992,158.778
Indonesia,IDN,1993,145.3
Indonesia,IDN,1994,137.328
Indonesia,IDN,1995,148.184
Indonesia,IDN,1996,155.177
Indonesia,IDN,1997,117.698
Indonesia,IDN,1998,184.308
Indonesia,IDN,1999,190.682
Indonesia,IDN,2000,195.527
Indonesia,IDN,2001,227.671
Indonesia,IDN,2002,204.062
Indonesia,IDN,2003,190.449
Indonesia,IDN,2004,198.093
Indonesia,IDN,2005,206.119
Indonesia,IDN,2006,190.041
Indonesia,IDN,2007,211.243
Indonesia,IDN,2008,224.298
Indonesia,IDN,2009,235.594
Indonesia,IDN,2010,298.076
Indonesia,IDN,2011,244.972
Indonesia,IDN,2012,256.406
Indonesia,IDN,2013,306.826
Indonesia,IDN,2014,318.763
Indonesia,IDN,2015,267.722
Indonesia,IDN,2016,390.277
Indonesia,IDN,2017,388.507
Indonesia,IDN,2018,419.524
Indonesia,IDN,2019,557.044
Iran,IRN,1965,191.361
Iran,IRN,1966,200.258
Iran,IRN,1967,209.904
Iran,IRN,1968,219.792
Iran,IRN,1969,230.357
Iran,IRN,1970,241.527
Iran,IRN,1971,252.8
Iran,IRN,1972,323.281
Iran,IRN,1973,266.527
Iran,IRN,1974,285.41
Iran,IRN,1975,291.056
Iran,IRN,1976,315.873
Iran,IRN,1977,316.4
Iran,IRN,1978,479.629
Iran,IRN,1979,401.545
Iran,IRN,1980,401.158
Iran,IRN,1981,421.114
Iran,IRN,1982,424.265
Iran,IRN,1983,398.354
Iran,IRN,1984,357.434
Iran,IRN,1985,346.086
Iran,IRN,1986,397.551
Iran,IRN,1987,424.095
Iran,IRN,1988,431.554
Iran,IRN,1989,341.104
Iran,IRN,1990,363.744
Iran,IRN,1991,270.029
Iran,IRN,1992,434.956
Iran,IRN,1993,489.893
Iran,IRN,1994,316.145
Iran,IRN,1995,376.275
Iran,IRN,1996,393.023
Iran,IRN,1997,261.385
Iran,IRN,1998,325.143
Iran,IRN,1999,221.962
Iran,IRN,2000,161.592
Iran,IRN,2001,172.593
Iran,IRN,2002,327.733
Iran,IRN,2003,384.545
Iran,IRN,2004,470.306
Iran,IRN,2005,559.818
Iran,IRN,2006,705.959
Iran,IRN,2007,673.968
Iran,IRN,2008,279.418
Iran,IRN,2009,250.068
Iran,IRN,2010,370.156
Iran,IRN,2011,379.17
Iran,IRN,2012,434.053
Iran,IRN,2013,497.283
Iran,IRN,2014,484.534
Iran,IRN,2015,435.486
Iran,IRN,2016,496.647
Iran,IRN,2017,546.908
Iran,IRN,2018,361.036
Iran,IRN,2019,881.481
Iraq,IRQ,1965,23.45
Iraq,IRQ,1966,29.8
Iraq,IRQ,1967,32.93
Iraq,IRQ,1968,38.442
Iraq,IRQ,1969,40.98
Iraq,IRQ,1970,48.273
Iraq,IRQ,1971,54.169
Iraq,IRQ,1972,52.411
Iraq,IRQ,1973,73.56
Iraq,IRQ,1974,98.224
Iraq,IRQ,1975,109.59
Iraq,IRQ,1976,105.643
Iraq,IRQ,1977,126.161
Iraq,IRQ,1978,152.917
Iraq,IRQ,1979,216.206
Iraq,IRQ,1980,140.384
Iraq,IRQ,1981,120.653
Iraq,IRQ,1982,115.484
Iraq,IRQ,1983,112.491
Iraq,IRQ,1984,111.55
Iraq,IRQ,1985,108.926
Iraq,IRQ,1986,104.756
Iraq,IRQ,1987,444.253
Iraq,IRQ,1988,434.76
Iraq,IRQ,1989,424.962
Iraq,IRQ,1990,741.57
Iraq,IRQ,1991,333.101
Iraq,IRQ,1992,787.775
Iraq,IRQ,1993,902.977
Iraq,IRQ,1994,888.219
Iraq,IRQ,1995,981.537
Iraq,IRQ,1996,867.346
Iraq,IRQ,1997,856.144
Iraq,IRQ,1998,778.487
